,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
2546,13.5%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Vibrant and savory, this fresh Nebbiolo doles out blue flower, crushed red cherry and black raspberry flavors. Accents of white pepper add depth while supple tannins and bright acidity create balance. It finishes on a succulent note.",Montegrilli,Wilson Daniels Ltd,Elvio Cogno 2013 Montegrilli Nebbiolo (Langhe),$32, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Elvio Cogno
2547,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This straightforward Barbaresco opens with a pretty nose of wild rose, crushed red berry and balsamic notes. The palate delivers ripe black cherry, licorice and cinnamon alongside chewy tannins.",,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2011  Barbaresco,$45, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Marchesi di Barolo
2548,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This accessible Barolo leads with a pretty fragrance of crushed blue flower, wild rose and bright berry. The palate delivers Morello cherry, black raspberry and cinnamon notes alongside fresh acidity and supple tannins.",,Solstars,Virna Borgogno 2010  Barolo,$30, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Virna Borgogno
2549,15%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This shows evolved aromas of stewed plum, resin, varnish and leather with a whiff of vanilla. The palate offers dried black cherry steeped in spirits, black pepper, notes of espresso, mocha and baking spice alongside soft, muted tannins. Drink through 2018.",Riserva,Kysela Père et Fils,Mario Gagliasso 2008 Riserva  (Barolo),$125, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Mario Gagliasso
2550,14%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This luminous, young Nebbiolo leads with aromas of rose petal, blue flower, eucalyptus, graphite and alpine herb. The fresh palate offers ripe Morello cherry, white pepper, mineral and a balsamic note alongside lithe tannins. Balanced and fresh, it closes on a licorice note.",,MS Walker,Serradenari 2011 Nebbiolo (Langhe),$15, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Serradenari
2551,14.5%,"Barolo, Piedmont, Italy",1.5 L,Red, Italy,12/31/2014,"Not very expressive, this shows subdued aromas that recall coconut, toasted oak, espresso and raw, red berry. The palate delivers red berry, licorice, mocha and vanilla alongside mild tannins. It's already surprisingly accessible. Drink 2015–2020.",Briccotto,"Skurnik Wines, Inc",Domenico Clerico 2010 Briccotto  (Barolo),$250, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Domenico Clerico
2552,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas include rose petal, grilled herb, forest floor, coffee and ripe berry. The palate is still rather closed but offers black cherry, vanilla and espresso alongside astringent tannins that give it an abrupt, drying finish.",Cerretta,Empson USA Ltd,Ca'Romè 2010 Cerretta  (Barolo),$103, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Ca'Romè
2553,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas include ripe plum, blackberry, vanilla, coffee and a hint of toasted oak. On the palate, notes of mocha and chocolate back up candied cherry and black raspberry. Firm tannins support the juicy flavors. Drink through 2021.",Serragrilli,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2011 Serragrilli  (Barbaresco),$80, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Marchesi di Barolo
2554,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas include ripe plum, blackberry, vanilla, coffee and a hint of toasted oak. On the palate, notes of mocha and chocolate back up candied cherry and black raspberry. Firm tannins support the juicy flavors. Drink through 2021.",Serragrilli,"Frederick Wildman & Sons, Ltd",Marchesi di Barolo 2011 Serragrilli  (Barbaresco),$80, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Marchesi di Barolo
2555,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This opens with aromas of ripe berry, pipe tobacco, leather and espresso. The palate offers mature black cherry, coffee, vanilla and mocha alongside firm, drying tannins. It finishes on a licorice note.",,Vision Wine & Spirits,Tenuta Rocca 2010  Barolo,$59, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Tenuta Rocca
2556,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Intense aromas recall forest floor, tobacco, dark berry and grilled herb. The structured palate offers dried black cherry, licorice, black pepper and balsamic notes alongside big, brooding tannins. The warmth of alcohol shows on the midpalate.",Bordini,Wilson Daniels Ltd,Elvio Cogno 2011 Bordini  (Barbaresco),$47, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Elvio Cogno
2557,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This opens with a classic Nebbiolo fragrance of red rose, blue flower, tilled earth and wild berry. Notes of truffle and vanilla accent a core of juicy, ripe black cherry flavors framed in robust tannins. Drink 2015–2021.",,David Vincent Selection,Socré 2011  Barbaresco,$29, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Socré
2558,13.5%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This bright, medium-bodied red opens with aromas of underbrush, rose, violet and ripe berry. The lively palate offers juicy dark cherry, black raspberry, orange peel and a hint of baking spice alongside fresh acidity and lithe tannins.",Sire,Leonardo LoCascio Selections–The Winebow Group,Monchiero Carbone 2012 Sire Nebbiolo (Langhe),$20, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Monchiero Carbone
2559,14%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Pretty aromas suggest violet, rose, strawberry and mint. The vibrant palate offers red cherry, crushed raspberry and cinnamon alongside supple tannins and bright acidity. Enjoy through 2017.",,CD Selections,Ca' del Baio 2012 Nebbiolo (Langhe),$17, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Ca' del Baio
2560,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Straightforward and easy-drinking, this starts off with aromas of red rose, violet and red berry. The bright palate offers up wild cherry layered with notes of cinnamon and white pepper balanced with zesty acidity and chewy tannins.",,"Ionia Atlantic Imports, LLC",Borgognot 2010  Barolo,$35, Piedmont,89,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Borgognot
2561,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Although the nose isn't very expressive, the palate offers up ripe sour cherry, black pepper, sage and licorice alongside bracing tannins. Young and aggressive, this needs time. Drink after 2018.",,1_No Submitting Co,Il Bricco 2011  Barbaresco,N/A, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Il Bricco
2562,14%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Here's a bright, young Nebbiolo that opens with aromas of violet and perfumed berry. The palate offers crunchy black-cherry and red-raspberry flavors that are framed by sleek tannins. A hint of baking spice unfolds on the finish.",Gavarini,Martin Scott Wines,Elio Grasso 2013 Gavarini Nebbiolo (Langhe),$26, Piedmont,89,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2013,Elio Grasso
2563,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"At first closed, this eventually opens up in the glass to reveal exotic spice, blue flower, espresso and dried blackberry. The palate is a bit shy but shows black cherry, mocha and vanilla alongside drying tannins.",Bricco di Treiso,Maisons Marques & Domaines USA,Pio Cesare 2010 Bricco di Treiso  (Barbaresco),$100, Piedmont,89,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Pio Cesare
2564,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of ripe red berry, scorched earth, leather, spice and balsamic notes lead the nose on this robust wine. The youthful palate is still closed but reveals mature black cherry, clove, black pepper and a hint of espresso alongside brooding tannins.",,Tosco Wines,Cascina Morassino 2011  Barbaresco,$45, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Cascina Morassino
2565,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"This earthy wine features aromas of truffle, ripe plum, leather and just a whiff of barnyard. The palate offers black cherry, crushed raspberry and notes of baking spice alongside assertive tannins.",,Uva Imports,Demarie 2010  Barbaresco,$55, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Demarie
2566,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Licorice, cinnamon, black pepper and ripe berry aromas take center stage on this structured wine. The palate offers black cherry, anisette and black pepper alongside youthfully aggressive tannins. Drink 2018–2030.",Boschetti,Marathon Selections,Gomba 2010 Boschetti  (Barolo),$39, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Gomba
2567,14.5%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas recall toasted oak, espresso, rubber and roasted herb. The palate offers raw red cherry, vanilla, grilled sage and black pepper alongside astringent tannins.",Sorì Boschetti,Marathon Selections,Gomba 2010 Sorì Boschetti  (Barolo),$49, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2010,Gomba
2568,14%,"Nebbiolo d'Alba, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas highlight violet, iris, incense and espresso. The lively palate doles out sour cherry, mocha and coffee alongside smooth, rounded tannins.",Sot,Strecker Selections,Pelassa 2012 Sot  (Nebbiolo d'Alba),$28, Piedmont,88,Nebbiolo d'Alba,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2012,Pelassa
2569,14%,"Barolo, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Made from vines planted in 1948, this brawny wine opens with aromas of toasted oak, espresso, black plum, violet and a whiff of leather. The palate offers coffee, chocolate, sage, toast and a hint of black cherry alongside drying wood tannins.",Millenovecento 48 Riserva,Peter Warren Selections,Josetta Saffirio 2008 Millenovecento 48 Riserva  (Barolo),$80, Piedmont,88,Barolo,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Josetta Saffirio
2570,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Still rather closed, this eventually reveals aromas of roasted coffee bean, white pepper and mature berry. The palate is also subdued, offering dried cherry, espresso and toasted oak alongside astringent wood tannins. Reflecting the forward nature of the vintage, the fruit is starting to dry up.",Camp Gros,Dalla Terra Winery Direct,Tenute Cisa Asinari dei Marchesi di Gresy 2009 Camp Gros  (Barbaresco),$70, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Tenute Cisa Asinari dei Marchesi di Gresy
2571,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas suggest black plum, black berry, scorched earth, espresso and a hint of vanilla. The robust palate delivers crushed black cherry and black pepper alongside astringent, drying tannins.",,Leonardo LoCascio Selections–The Winebow Group,Bera 2011  Barbaresco,$40, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Bera
2572,14%,"Nebbiolo d'Alba, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of crushed violet, red berry fruit and mocha waft out of the glass. The palate doles out crushed raspberry, juicy wild cherry and accents of baking spice alongside supple tannins. Savory and easygoing, it also has enough structure to age a few more years. Drink through 2017.",,Uva Imports,Demarie 2011  Nebbiolo d'Alba,$25, Piedmont,88,Nebbiolo d'Alba,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Demarie
2573,14.5%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas of rose petals, blue flower and ripe berries waft out of the glass along with a whiff of farmyard. The ripe palate delivers crushed Morello cherry sweetened up with vanilla alongside drying tannins.",Quarantacinque45 Ronchi,Aviva Vino,Rattalino 2011 Quarantacinque45 Ronchi  (Barbaresco),$48, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Rattalino
2574,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Earthy aromas suggest tilled earth, mature fruit, truffle and a just whiff of barnyard. The ripe palate offers mature black cherry, plum and cinnamon alongside bracing tannins.",Casot,American Northwest Distributors Inc,Nada Giuseppe 2011 Casot  (Barbaresco),$40, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Nada Giuseppe
2575,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Pretty floral fragrances of red rose and blue flower mingle with whiffs of red berry and baking spices. The palate offers black cherry, black raspberry, vanilla, coffee bean and cinnamon alongside bracing tannins. It ends on a confectionary note.",Gallina,IBESC Wine Distributor,Negro Giuseppe 2011 Gallina  (Barbaresco),N/A, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Negro Giuseppe
2576,14.5%,"Langhe, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Rose petal, blue flower, menthol and wild berry aromas lead the nose. The palate offers up ripe black cherry, licorice and white pepper framed in firm but refined tannins. Enjoy through 2015 to capture the fresh fruit flavors.",,Casa Bruno,Podere Ruggeri Corsini 2011 Nebbiolo (Langhe),$19, Piedmont,88,Langhe,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Podere Ruggeri Corsini
2577,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Aromas include menthol, eucalyptus, leather, mature berry and a whiff of cellar floor. The palate needs time to open fully but it offers dried black cherry, roasted coffee bean and espresso alongside astringent tannins.",,Quintessential Wines,Luca Bosio 2011  Barbaresco,$37, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,Luca Bosio
2578,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Subtle aromas of violet, baking spice and red berry lead the nose on this straightforward wine. The palate delivers dark cherry and white pepper alongside soft tannins. It's showing some age but will offer easy-drinking enjoyment through 2018.",Riserva,Omniwines Distribution,Cantina Terre del Barolo 2008 Riserva  (Barbaresco),$27, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2008,Cantina Terre del Barolo
2579,14%,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Straightforward and already accessible, this opens with aromas of rubber, coffee, vanilla, toasted oak and plum cake. The extracted palate delivers mature black cherry, chocolate, and sage alongside evolved, fleeting tannins. Enjoy through 2019.",Montersino,Opera Wine Imports,Orlando Abrigo 2009 Montersino  (Barbaresco),$50, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2009,Orlando Abrigo
2580,N/A,"Barbaresco, Piedmont, Italy",750 ml,Red, Italy,12/31/2014,"Ripe berry, black plum, toasted oak and espresso aromas lead the nose on this young wine. The palate offers black cherry, prune, roasted coffee bean and sage alongside fresh acidity. Tightly compacted and still raspy tannins need time to soften. Drink after 2017.",,Enoclassica Selection,La Ganghija 2011  Barbaresco,N/A, Piedmont,88,Barbaresco,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Nebbiolo,2011,La Ganghija
